idx,model,question,pred,gold,EM,F1,Recall@k
38,scb10x/typhoon-ocr-7b:latest,ใครเป็นเจ้าของสถิติควอเตอร์แบ็กที่อายุมากที่สุดที่เล่นในซูเปอร์โบว์ลทุกครั้งที่ผ่านมา,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เพย์ตัน แมนนิง,0.0,0.0,1.0
39,scb10x/typhoon-ocr-7b:latest,แมนนิง เคยเล่นให้กี่ทีมซึ่งได้ไปแข่งในซูเปอร์โบว์ลขณะที่เขาอยู่ในทีม,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สอง,0.0,0.0,1.0
40,scb10x/typhoon-ocr-7b:latest,เพย์ตัน แมนนิง พากี่ทีมไปสู่ซูเปอร์โบว์ล,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สอง,0.0,0.0,1.0
41,scb10x/typhoon-ocr-7b:latest,ใครคือควอเตอร์แบ็กที่อายุมากที่สุดที่เล่นในซูเปอร์โบว์ล,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เพย์ตัน แมนนิง,0.0,0.0,1.0
42,scb10x/typhoon-ocr-7b:latest,ใครคือควอเตอร์แบ็กที่อายุมากที่สุดที่เล่นในซูเปอร์โบว์ล,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],จอห์น เอลเวย์,0.0,0.0,1.0
43,scb10x/typhoon-ocr-7b:latest,การแข่งขันซูเปอร์โบว์ลครั้งที่เท่าไรที่ เอลเวย์ชนะเมื่อเขาอายุ 38 ปี,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ซูเปอร์โบว์ลครั้งที่ 33,0.0,0.0,1.0
44,scb10x/typhoon-ocr-7b:latest,ใครคือควอเตอร์แบ็กคนแรกที่พาทีมไปสู่ซูเปอร์โบว์ลมากกว่าหนึ่งครั้ง,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เพย์ตัน แมนนิง,0.0,0.0,1.0
45,scb10x/typhoon-ocr-7b:latest,แมนนิง อายุเท่าไรตอนที่เขาเล่นในซูเปอร์โบว์ลครั้งที่ 50,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],39,0.0,0.0,1.0
46,scb10x/typhoon-ocr-7b:latest,ควอเตอร์แบ็กที่มีอายุ 38 ปีในการแข่งขันซูเปอร์โบว์ลครั้งที่ 33 มีชื่อว่าอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],จอห์น เอลเวย์,0.0,0.0,1.0
47,scb10x/typhoon-ocr-7b:latest,เลดีกากา ชนะแกรมมีกี่รางวัล,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],หก,0.0,0.0,1.0
48,scb10x/typhoon-ocr-7b:latest,เลดีกากา ร้องเพลงอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เพลงชาติ,0.0,0.0,1.0
49,scb10x/typhoon-ocr-7b:latest,มาร์ลี แมตลิน ชนะรางวัลอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],อคาเดมี,0.0,0.0,1.0
50,scb10x/typhoon-ocr-7b:latest,มาร์ลี แมตลิน แปลอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เพลงชาติ,0.0,0.0,1.0
51,scb10x/typhoon-ocr-7b:latest,มาร์ลี แมตลิน แปลเพลงชาติให้เป็นภาษาอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ภาษามือแบบอเมริกัน,0.0,0.0,1.0
52,scb10x/typhoon-ocr-7b:latest,ใครเป็นผู้ร้องเพลงชาติ,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เลดีกากา,0.0,0.0,1.0
53,scb10x/typhoon-ocr-7b:latest,นักแสดงหญิงคนใดเป็นผู้แปลภาษามือให้แก่เกม,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],มาร์ลี แมตลิน,0.0,0.0,1.0
54,scb10x/typhoon-ocr-7b:latest,ใครเป็นผู้ร้องเพลงชาติในการแข่งขัน Super Bowl 50,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เลดีกากา,0.0,0.0,1.0
55,scb10x/typhoon-ocr-7b:latest,นักแสดงคนใดเป็นผู้แปลเพลงชาติให้เป็นภาษามือในการแข่งขันซูเปอร์โบว์ลครั้งที่ 50,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],มาร์ลี แมตลิน,0.0,0.0,1.0
56,scb10x/typhoon-ocr-7b:latest,ใครเป็นผู้ร้องเพลงชาติในการแข่งขันซูเปอร์โบว์ลครั้งที่ 50,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เลดีกากา,0.0,0.0,1.0
57,scb10x/typhoon-ocr-7b:latest,ข้อความนี้กล่าวว่า เลดีกากา ชนะแกรมมีกี่รางวัล,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],หก,0.0,0.0,1.0
58,scb10x/typhoon-ocr-7b:latest,ใครเป็นผู้แปลเพลงชาติให้เป็นภาษามือในการแข่งขันซูเปอร์โบว์ลครั้งที่ 50,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],มาร์ลี แมตลิน,0.0,0.0,1.0
59,scb10x/typhoon-ocr-7b:latest,แคโรไลนาเริ่มเล่นที่เส้นหลาที่เท่าไรเมื่อมีเวลาเหลืออีก 4:51 นาที,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],24,0.0,0.0,1.0
60,scb10x/typhoon-ocr-7b:latest,ใครฟัมเบิลลูกบอลที่เส้น 3 หลาตัดกับเส้น 9 หลา,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],นิวตัน,0.0,0.0,1.0
61,scb10x/typhoon-ocr-7b:latest,ผู้เล่นคนใดในทีมรับของแพนเธอร์สถูกเรียกเพราะการดึงในดาวน์ที่สาม,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],จอช นอร์แมน,0.0,0.0,1.0
62,scb10x/typhoon-ocr-7b:latest,ผู้เล่นคนใดต่อยลูกบอลเข้าไปจากเส้นสองหลา,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],แอนเดอร์สัน,0.0,0.0,1.0
63,scb10x/typhoon-ocr-7b:latest,ใครคือผู้รับลูกบอลได้สำเร็จในการทำ 2 คะแนนหลังทัชดาวน์,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เบนนี ฟาวเลอร์,0.0,0.0,1.0
64,scb10x/typhoon-ocr-7b:latest,ใครแย่งลูกบอลจากนิวตันที่เส้น 3 หลาตัดกับ 9 หลา,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],มิลเลอร์,0.0,0.0,1.0
65,scb10x/typhoon-ocr-7b:latest,ใครเอาลูกบอลที่ถูกแย่งไปกลับคืนมาได้,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],วอร์ด,0.0,0.0,1.0
66,scb10x/typhoon-ocr-7b:latest,ผู้เล่นคนใดถูกวิจารณ์เพราะไม่กระโดดเข้าใส่กองผู้เล่นที่ทับกันเพื่อแย่งลูกบอล,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],นิวตัน,0.0,0.0,1.0
67,scb10x/typhoon-ocr-7b:latest,ผู้เล่นทีมแพนเธอร์สคนใดได้รับโทษ จนทำให้ทีมบรอนคอสได้ดาวน์เพิ่มหลายดาวน์,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],จอช นอร์แมน,0.0,0.0,1.0
68,scb10x/typhoon-ocr-7b:latest,เกมยังมีเวลาเหลืออีกเท่าไรตอนที่เดนเวอร์ได้คะแนนนำอยู่ 24-10,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],3:08,0.0,0.0,1.0
69,scb10x/typhoon-ocr-7b:latest,เหลือเวลาอีกเท่าไร ตอนที่แคโรไลนาได้ครองบอลที่เส้น 24 หลาในควอเตอร์ที่สี่,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],4:51,0.0,0.0,1.0
70,scb10x/typhoon-ocr-7b:latest,ผู้เล่นที่แย่งบอลจากนิวตันในปลายควอเตอร์ที่สี่ชื่อว่าอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],มิลเลอร์,0.0,0.0,1.0
71,scb10x/typhoon-ocr-7b:latest,ผู้เล่นที่เอาบอลซึ่งนิวตันโดนแย่งไปในปลายควอเตอร์ที่สี่กลับคืนมาได้ชื่อว่าอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],วอร์ด,0.0,0.0,1.0
72,scb10x/typhoon-ocr-7b:latest,เดนเวอร์ถูกกันให้อยู่นอกเอนด์โซนกี่เกม หลังจากแย่งลูกบอลไปจากนิวตัน,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สาม,0.0,0.0,1.0
73,scb10x/typhoon-ocr-7b:latest,ผู้เล่นที่ทำคะแนนทัชดาวน์จากการวิ่ง 2 หลาในควอเตอร์ที่สี่นามสกุลอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],แอนเดอร์สัน,0.0,0.0,1.0
74,scb10x/typhoon-ocr-7b:latest,แซกซอนการ์เดนในภาษาโปแลนด์เรียกว่า,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ออกรุดซาสกี,0.0,0.0,1.0
75,scb10x/typhoon-ocr-7b:latest,ซัมเมอร์เธียเตอร์ตั้งอยู่ที่ใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],แซ็กซอนการ์เดน,0.0,0.0,1.0
76,scb10x/typhoon-ocr-7b:latest,ซัมเมอร์เธียเตอร์เปิดดำเนินการนานเท่าไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1870 ถึง,0.0,0.0,1.0
77,scb10x/typhoon-ocr-7b:latest,โรงละครคาบาเรต์แห่งแรกของวอร์ซอว์คือที่ไหน,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],โมมุส,0.0,0.0,1.0
78,scb10x/typhoon-ocr-7b:latest,ตัวอย่างที่ดีที่สุดของ “โรงละครที่เป็นอนุสรณ์แบบโปแลนด์” คือโรงละครใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],วอยเชคโบกุสลาฟสกี,0.0,0.0,1.0
79,scb10x/typhoon-ocr-7b:latest,ใครชนะในการแข่งขันเอ็กซตราคลาซาแชมเปียนชิปปี 2000,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],โปโลเนียวอร์ซอว์,0.0,0.0,1.0
80,scb10x/typhoon-ocr-7b:latest,ก่อนหน้าปี 2000 โปโลเนียวอร์ซอว์เป็นแชมป์ระดับประเทศในปีใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1946,0.0,0.0,1.0
81,scb10x/typhoon-ocr-7b:latest,โปโลเนียได้ถ้วยรางวัลกี่ครั้ง,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สองครั้ง,0.0,0.0,1.0
82,scb10x/typhoon-ocr-7b:latest,ที่ทำการของโปโลเนียตั้งอยู่ที่ใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ถนนคอนวิคตอร์สกา,0.0,0.0,1.0
83,scb10x/typhoon-ocr-7b:latest,เหตุใดโปโลเนียจึงลดระดับดิวิชั่นในการแข่งขันในประเทศในปี 2013,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สถานะทางการเงินเข้าขั้นวิกฤต,0.0,0.0,1.0
84,scb10x/typhoon-ocr-7b:latest,วอร์ซอว์เป็นเมืองแบบใดนับตั้งแต่ที่มีการดำรงอยู่,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],วัฒนธรรมหลากหลาย,0.0,0.0,1.0
85,scb10x/typhoon-ocr-7b:latest,จำนวนประชากรของวอร์ซอว์ในปี 1901 มีเท่าไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],"711,988",0.0,0.0,1.0
86,scb10x/typhoon-ocr-7b:latest,จากจำนวนผู้อยู่อาศัยในวอร์ซอว์ในปี 1901 มีชาวคาทอลิกกี่เปอร์เซ็นต์,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],56.2%,0.0,0.0,1.0
87,scb10x/typhoon-ocr-7b:latest,จากจำนวนผู้อยู่อาศัยในวอร์ซอว์ในปี 1901 มีชาวโปรเตสแตนต์กี่เปอร์เซ็นต์,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],2.8%,0.0,0.0,1.0
88,scb10x/typhoon-ocr-7b:latest,สถานที่สักการะทางศาสนาส่วนใหญ่ในวอร์ซอว์ถูกทำลายเมื่อใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1944,0.0,0.0,1.0
89,scb10x/typhoon-ocr-7b:latest,หน่วยพื้นฐานในการแบ่งเขตแดนในโปแลนด์คืออะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เทศบาล,0.0,0.0,1.0
90,scb10x/typhoon-ocr-7b:latest,ระดับที่สองของการแบ่งเขตแดนในโปแลนด์เรียกว่าอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],มณฑล หรือโปเวียต,0.0,0.0,1.0
91,scb10x/typhoon-ocr-7b:latest,ในอำเภอใดบ้างที่หมายเลขทะเบียนรถยนต์เป็นประเภทเดียวกัน,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],กรากุฟ,0.0,0.0,1.0
92,scb10x/typhoon-ocr-7b:latest,ตลาดหลักทรัพย์แห่งแรกของวอร์ซอว์ได้รับการก่อตั้งขึ้นในปีใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1817,0.0,0.0,1.0
93,scb10x/typhoon-ocr-7b:latest,ตลาดหลักทรัพย์วอร์ซอว์หยุดทำการเพราะเหตุใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สงครามโลกครั้งที่สอง,0.0,0.0,1.0
94,scb10x/typhoon-ocr-7b:latest,ตลาดหลักทรัพย์วอร์ซอว์กลับมาดำเนินการอีกครั้งเมื่อใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เดือนเมษายน ปี 1991,0.0,0.0,1.0
95,scb10x/typhoon-ocr-7b:latest,มีกี่บริษัทที่อยู่ในรายชื่อของตลาดหลักทรัพย์วอร์ซอว์ในเดือนสิงหาคม ปี 2009,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],374,0.0,0.0,1.0
96,scb10x/typhoon-ocr-7b:latest,ตลาดหลักทรัพย์วอร์ซอว์ตั้งอยู่ในอดีตสำนักงานใหญ่ของใครจนกระทั่งปี 2000,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สหพรรคแรงงานโปแลนด์,0.0,0.0,1.0
97,scb10x/typhoon-ocr-7b:latest,การมาถึงของใครที่ทำให้ผู้ตั้งถิ่นฐานชาวไวกิงมีเอกลักษณ์ร่วมกัน,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],รอลโล,0.0,0.0,1.0
98,scb10x/typhoon-ocr-7b:latest,ผู้นำที่ได้รับมอบบรรดาศักดิ์จากจักรพรรดิอ็องรีที่สามชื่อว่าอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],โดรโก,0.0,0.0,1.0
99,scb10x/typhoon-ocr-7b:latest,ใครคือเคานต์แห่งเมลฟี,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],วิลเลียมแขนเหล็ก,0.0,0.0,1.0
100,scb10x/typhoon-ocr-7b:latest,ใครคือศัตรูสำคัญในอิตาลีของชาว Norman จักรวรรดิไบแซนไทน์หรืออาร์เมเนีย,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เซลจุกเติร์ก,0.0,0.0,1.0
